Algorithm,Best Optimal Value,trun_counts,Time,Grid paths
SAO,78.0,2.0,106.03786599999876,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 42, 79, 114, 143, 177, 209, 239, 269, 307, 342, 372, 399, 433, 466, 496, 527, 555, 586, 618, 658, 692, 729, 764, 793, 827, 859, 889, 919, 957, 992, 1022, 1049, 1083, 1116, 1146, 1177, 1205, 1236, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281, 1282, 1283, 1284, 1285, 1286, 1287, 1288, 1289, 1290, 1291, 1292, 1293, 1294, 1295, 1296, 1297, 1298, 1299]"
