map_id,obs_density,manhattan_dist,nodes,edges,conn_comp,edge_len,algo,params,fitness,turns,time,composite
grid_1,0.20750000000000002,38,317,520,1,186,SAO,"{""np_size"": 87, ""max_iter"": 883}",38.0,2,22.538653199997498,382022.5386532
